root - INFO - GA Tuner 3MM - 2023-07-20 02:52:24.442146
autotvm - DEBUG - waiting for device...
autotvm - DEBUG - device available
autotvm - INFO - Get devices for measurement successfully!
autotvm - DEBUG - No: 1	GFLOPS: 1.55/1.55	result: MeasureResult(costs=(30.941583985,), error_no=MeasureErrorNo.NO_ERROR, all_cost=62.463369607925415, timestamp=1689839612.4642997)	[('tile_y', 4), ('tile_x', 16), ('tile_y1', 1200), ('tile_x1', 8), ('tile_y2', 60), ('tile_x2', 400)],None,68886530
autotvm - DEBUG - No: 79	GFLOPS: 1.15/1.55	result: MeasureResult(costs=(41.648282019999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=84.29392433166504, timestamp=1689845080.1995785)	[('tile_y', 8), ('tile_x', 2), ('tile_y1', 60), ('tile_x1', 125), ('tile_y2', 150), ('tile_x2', 1)],None,3279764
autotvm - DEBUG - No: 80	GFLOPS: 1.49/1.55	result: MeasureResult(costs=(32.243174702,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.60684609413147, timestamp=1689845145.6586523)	[('tile_y', 10), ('tile_x', 10), ('tile_y1', 600), ('tile_x1', 50), ('tile_y2', 20), ('tile_x2', 100)],None,55520149
autotvm - DEBUG - No: 81	GFLOPS: 1.40/1.55	result: MeasureResult(costs=(34.234938613,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.17702984809875, timestamp=1689845215.6041512)	[('tile_y', 8), ('tile_x', 20), ('tile_y1', 10), ('tile_x1', 125), ('tile_y2', 4), ('tile_x2', 25)],None,33689492
autotvm - DEBUG - No: 82	GFLOPS: 1.41/1.55	result: MeasureResult(costs=(34.053033522,), error_no=MeasureErrorNo.NO_ERROR, all_cost=68.95505118370056, timestamp=1689845284.394431)	[('tile_y', 20), ('tile_x', 2), ('tile_y1', 120), ('tile_x1', 250), ('tile_y2', 1200), ('tile_x2', 80)],None,53894038
autotvm - DEBUG - No: 83	GFLOPS: 1.41/1.55	result: MeasureResult(costs=(34.05603734300001,), error_no=MeasureErrorNo.NO_ERROR, all_cost=69.63873648643494, timestamp=1689845353.786482)	[('tile_y', 100), ('tile_x', 50), ('tile_y1', 2), ('tile_x1', 2), ('tile_y2', 6), ('tile_x2', 20)],None,29730714
autotvm - DEBUG - No: 84	GFLOPS: 1.47/1.55	result: MeasureResult(costs=(32.663502101999995,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.80724835395813, timestamp=1689845419.4121177)	[('tile_y', 125), ('tile_x', 5), ('tile_y1', 6), ('tile_x1', 50), ('tile_y2', 80), ('tile_x2', 800)],None,73346459
autotvm - DEBUG - No: 85	GFLOPS: 1.41/1.55	result: MeasureResult(costs=(34.115624114999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=69.86779141426086, timestamp=1689845489.1237588)	[('tile_y', 1000), ('tile_x', 50), ('tile_y1', 150), ('tile_x1', 8), ('tile_y2', 120), ('tile_x2', 8)],None,19671455
autotvm - DEBUG - No: 86	GFLOPS: 1.32/1.55	result: MeasureResult(costs=(36.239444000000006,), error_no=MeasureErrorNo.NO_ERROR, all_cost=73.3844702243805, timestamp=1689845562.1586564)	[('tile_y', 1000), ('tile_x', 200), ('tile_y1', 150), ('tile_x1', 250), ('tile_y2', 2), ('tile_x2', 20)],None,29287839
autotvm - DEBUG - No: 87	GFLOPS: 1.49/1.55	result: MeasureResult(costs=(32.20981123,), error_no=MeasureErrorNo.NO_ERROR, all_cost=69.70874881744385, timestamp=1689845631.6774318)	[('tile_y', 1000), ('tile_x', 20), ('tile_y1', 4), ('tile_x1', 50), ('tile_y2', 50), ('tile_x2', 200)],None,64636831
autotvm - DEBUG - No: 88	GFLOPS: 1.39/1.55	result: MeasureResult(costs=(34.584495505999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=71.53291773796082, timestamp=1689845702.967129)	[('tile_y', 1), ('tile_x', 800), ('tile_y1', 150), ('tile_x1', 250), ('tile_y2', 60), ('tile_x2', 25)],None,35785136
autotvm - DEBUG - No: 89	GFLOPS: 1.44/1.55	result: MeasureResult(costs=(33.400982235,), error_no=MeasureErrorNo.NO_ERROR, all_cost=68.67745542526245, timestamp=1689845771.4447355)	[('tile_y', 8), ('tile_x', 20), ('tile_y1', 300), ('tile_x1', 1), ('tile_y2', 20), ('tile_x2', 20)],None,30558644
autotvm - DEBUG - No: 90	GFLOPS: 1.37/1.55	result: MeasureResult(costs=(35.126728088,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.5871639251709, timestamp=1689845841.8832202)	[('tile_y', 40), ('tile_x', 200), ('tile_y1', 24), ('tile_x1', 5), ('tile_y2', 4), ('tile_x2', 4)],None,8738744
autotvm - DEBUG - No: 91	GFLOPS: 1.39/1.55	result: MeasureResult(costs=(34.497662512000005,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.1181206703186, timestamp=1689845911.876807)	[('tile_y', 5), ('tile_x', 8), ('tile_y1', 600), ('tile_x1', 40), ('tile_y2', 48), ('tile_x2', 5)],None,14730691
autotvm - DEBUG - No: 92	GFLOPS: 1.48/1.55	result: MeasureResult(costs=(32.487920276000004,), error_no=MeasureErrorNo.NO_ERROR, all_cost=68.09159779548645, timestamp=1689845979.7999568)	[('tile_y', 4), ('tile_x', 32), ('tile_y1', 80), ('tile_x1', 250), ('tile_y2', 240), ('tile_x2', 100)],None,57487826
autotvm - DEBUG - No: 93	GFLOPS: 1.37/1.55	result: MeasureResult(costs=(34.964417157999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=71.8395688533783, timestamp=1689846051.4347012)	[('tile_y', 20), ('tile_x', 2), ('tile_y1', 48), ('tile_x1', 50), ('tile_y2', 4), ('tile_x2', 10)],None,21233110
autotvm - DEBUG - No: 94	GFLOPS: 1.40/1.55	result: MeasureResult(costs=(34.211211008999996,), error_no=MeasureErrorNo.NO_ERROR, all_cost=71.05769610404968, timestamp=1689846122.3891194)	[('tile_y', 500), ('tile_x', 50), ('tile_y1', 150), ('tile_x1', 5), ('tile_y2', 60), ('tile_x2', 5)],None,14962654
autotvm - DEBUG - No: 95	GFLOPS: 1.30/1.55	result: MeasureResult(costs=(36.975281209,), error_no=MeasureErrorNo.NO_ERROR, all_cost=77.23612689971924, timestamp=1689846199.4030313)	[('tile_y', 4), ('tile_x', 40), ('tile_y1', 8), ('tile_x1', 20), ('tile_y2', 3), ('tile_x2', 16)],None,25213410
autotvm - DEBUG - No: 96	GFLOPS: 1.47/1.55	result: MeasureResult(costs=(32.557714144,), error_no=MeasureErrorNo.NO_ERROR, all_cost=65.95599174499512, timestamp=1689846265.2367392)	[('tile_y', 20), ('tile_x', 80), ('tile_y1', 6), ('tile_x1', 100), ('tile_y2', 120), ('tile_x2', 800)],None,73631718
autotvm - DEBUG - No: 97	GFLOPS: 1.36/1.55	result: MeasureResult(costs=(35.31057336,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.8993513584137, timestamp=1689846336.0332518)	[('tile_y', 1), ('tile_x', 32), ('tile_y1', 4), ('tile_x1', 40), ('tile_y2', 240), ('tile_x2', 5)],None,15967728
autotvm - DEBUG - No: 98	GFLOPS: 1.37/1.55	result: MeasureResult(costs=(35.002221412,), error_no=MeasureErrorNo.NO_ERROR, all_cost=70.83409667015076, timestamp=1689846406.6692193)	[('tile_y', 1), ('tile_x', 20), ('tile_y1', 24), ('tile_x1', 1), ('tile_y2', 25), ('tile_x2', 10)],None,22536688
autotvm - DEBUG - No: 99	GFLOPS: 1.37/1.55	result: MeasureResult(costs=(34.912852494,), error_no=MeasureErrorNo.NO_ERROR, all_cost=67.90898203849792, timestamp=1689846474.4117894)	[('tile_y', 4), ('tile_x', 10), ('tile_y1', 1200), ('tile_x1', 200), ('tile_y2', 20), ('tile_x2', 80)],None,51399154
autotvm - DEBUG - No: 100	GFLOPS: 1.38/1.55	result: MeasureResult(costs=(34.837053108,), error_no=MeasureErrorNo.NO_ERROR, all_cost=71.16541481018066, timestamp=1689846545.450993)	[('tile_y', 100), ('tile_x', 2), ('tile_y1', 50), ('tile_x1', 250), ('tile_y2', 30), ('tile_x2', 5)],None,14494202
root - INFO - Elpased time = 7001.044408798218
autotvm - DEBUG - Finish loading 100 records
